project_id,project_type,client_type,contract_type,is_design_and_build,nilai_kontrak_awal_miliar_rp,total_jam_kerja_estimasi,volume_pekerjaan_tanah_m3,volume_beton_m3,berat_baja_struktural_ton,panjang_instalasi_utama_km,jumlah_titik_akhir_instalasi,jumlah_item_pekerjaan_utama,tingkat_risiko_geoteknik,lokasi_provinsi,lokasi_urban_rural,musim_pelaksanaan,indeks_harga_komoditas_saat_mulai,jumlah_kompetitor_saat_tender,pengalaman_pm_tahun,jumlah_sdm_inti,persentase_subkontraktor,biaya_akhir_riil_miliar_rp,durasi_akhir_riil_hari,profit_margin_riil_persen,terjadi_pembengkakan_biaya_signifikan,terjadi_keterlambatan_signifikan
PJ-887,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,224.0,672000,0,22400,4480,0.0,4480,103,2,DKI Jakarta,Sub-urban,Kemarau,116.83,8,10,35,25,257.75,3272,-15.07,1,0
PJ-888,Pabrik,Swasta Asing,Lump Sum,0,578.33,1445819,0,86749,23133,0.0,0,303,2,Riau,Rural,Kemarau,105.72,4,21,73,72,609.86,3375,-5.45,1,0
PJ-889,Gedung Perkantoran,BUMN,Cost Plus,0,115.0,345014,0,11500,2300,0.0,2300,66,1,Nusa Tenggara Barat,Sub-urban,Hujan,105.09,4,3,20,30,102.68,2940,10.71,0,0
PJ-890,Jembatan,Pemda,Lump Sum,1,2348.61,4697229,7045843,469722,23486,58.72,0,1172,2,DI Yogyakarta,Urban,Hujan,106.87,4,18,238,44,2795.23,3364,-19.02,1,0
PJ-891,Gedung Perkantoran,BUMN,Harga Satuan,0,115.13,345397,0,11513,2302,0.0,2302,56,2,Papua Barat Daya,Rural,Hujan,119.08,5,24,18,67,102.8,4061,10.71,0,1
PJ-892,Jalan Tol,Swasta Nasional,Lump Sum,0,2141.2,4282390,6423586,428239,21411,53.53,0,1071,3,Sulawesi Tenggara,Rural,Kemarau,114.59,9,11,216,72,1911.78,3379,10.71,0,0
PJ-893,Perumahan,Swasta Asing,Harga Satuan,0,180.59,722373,90296,45148,0,0.0,4514,83,2,Papua Barat,Rural,Hujan,114.8,5,23,39,58,161.24,3157,10.71,0,0
PJ-894,Jaringan IT,BUMN,Lump Sum,1,29.33,146652,0,0,0,44.0,1466,28,3,Papua Barat,Sub-urban,Kemarau,108.55,9,16,8,43,26.19,3124,10.71,0,0
PJ-895,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,159.89,479667,0,15988,3197,0.0,3197,83,1,Sulawesi Tengah,Urban,Hujan,107.41,3,15,26,67,142.76,3583,10.71,0,1
PJ-896,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,108.72,326173,0,10872,2174,0.0,2174,34,1,Gorontalo,Rural,Kemarau,106.27,2,10,19,67,113.16,3287,-4.08,1,1
PJ-897,Jalan Tol,BUMN,Lump Sum,1,2136.16,4272316,6408474,427231,21361,53.4,0,1048,3,Maluku,Urban,Kemarau,111.91,8,23,217,20,1907.28,3355,10.71,0,0
PJ-898,Perumahan,BUMN,Harga Satuan,0,224.46,897826,112228,56114,0,0.0,5611,100,2,Nusa Tenggara Timur,Sub-urban,Hujan,119.63,3,9,47,54,200.41,3256,10.71,0,0
PJ-899,Jaringan IT,Swasta Asing,Harga Satuan,0,78.38,391892,0,0,0,117.57,3918,54,3,Sulawesi Tenggara,Urban,Hujan,102.49,7,10,23,68,69.98,2904,10.71,0,0
PJ-900,Perumahan,Swasta Nasional,Cost Plus,0,124.81,499231,62403,31201,0,0.0,3120,48,3,Kepulauan Riau,Sub-urban,Hujan,107.45,5,13,27,34,111.44,3151,10.71,0,0
PJ-901,Gedung Perkantoran,Pemda,Cost Plus,0,99.91,299741,0,9991,1998,0.0,1998,67,1,Papua Tengah,Sub-urban,Kemarau,103.36,7,11,17,58,89.21,3005,10.71,0,0
PJ-902,Perumahan,BUMN,Harga Satuan,0,217.11,868458,108557,54278,0,0.0,5427,94,3,Bali,Rural,Hujan,113.39,5,24,47,41,250.95,3622,-15.58,1,1
PJ-903,Gedung Perkantoran,Swasta Asing,Cost Plus,0,247.12,741356,0,24711,4942,0.0,4942,140,3,Papua Tengah,Urban,Hujan,100.78,5,18,38,40,220.64,4612,10.71,0,1
PJ-904,Gedung Perkantoran,Pemda,Lump Sum,0,50.09,150260,0,5008,1001,0.0,1001,9,3,Sulawesi Selatan,Urban,Kemarau,111.7,5,24,8,25,44.72,3201,10.71,0,0
PJ-905,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,149.76,449276,0,14975,2995,0.0,2995,90,1,Jawa Barat,Rural,Kemarau,107.82,2,15,26,48,133.71,2945,10.71,0,0
PJ-906,Jalan Tol,Pemda,Lump Sum,1,664.49,1328981,1993471,132898,6644,16.61,0,316,3,Papua Selatan,Rural,Hujan,106.76,6,22,69,14,593.3,3283,10.71,0,0
PJ-907,Perumahan,BUMN,Cost Plus,0,133.36,533426,66678,33339,0,0.0,3333,54,1,Jawa Barat,Rural,Hujan,115.66,4,24,30,58,119.07,3030,10.71,0,0
PJ-908,Jaringan IT,Pemda,Cost Plus,0,79.86,399290,0,0,0,119.79,3992,40,2,Kalimantan Utara,Sub-urban,Hujan,117.75,3,21,21,11,71.3,4133,10.71,0,1
PJ-909,Jembatan,BUMN,Harga Satuan,0,1346.28,2692567,4038850,269256,13462,33.66,0,690,1,Papua Selatan,Sub-urban,Kemarau,100.63,9,8,136,68,1443.48,3374,-7.22,1,0
PJ-910,Gedung Perkantoran,Pemda,Cost Plus,0,69.5,208505,0,6950,1390,0.0,1390,18,3,Papua Tengah,Urban,Kemarau,109.24,3,21,12,17,62.06,2961,10.71,0,0
PJ-911,Jalan Tol,Swasta Nasional,Cost Plus,0,774.73,1549460,2324191,154946,7747,19.37,0,383,1,Gorontalo,Rural,Kemarau,114.86,4,13,81,46,691.72,3260,10.71,0,0
PJ-912,Gedung Perkantoran,Swasta Asing,Lump Sum,0,79.79,239363,0,7978,1595,0.0,1595,22,3,Maluku,Rural,Hujan,113.17,9,24,13,78,71.24,3138,10.71,0,0
PJ-913,Perumahan,Swasta Asing,Harga Satuan,0,141.67,566674,70834,35417,0,0.0,3541,60,1,Kalimantan Barat,Sub-urban,Kemarau,118.76,8,9,29,23,126.49,3330,10.71,0,0
PJ-914,Jembatan,Swasta Nasional,Cost Plus,0,2346.9,4693808,7040712,469380,23469,58.67,0,1189,4,Sulawesi Tengah,Urban,Kemarau,103.54,8,9,238,18,2340.28,3361,0.28,1,0
PJ-915,Jaringan IT,Swasta Nasional,Cost Plus,0,88.71,443543,0,0,0,133.06,4435,33,2,Lampung,Rural,Kemarau,115.23,4,18,25,66,102.46,3410,-15.5,1,1
PJ-916,Jalan Tol,Swasta Asing,Cost Plus,0,1133.25,2266502,3399753,226650,11332,28.33,0,553,4,Bengkulu,Rural,Kemarau,105.16,7,12,114,63,1011.83,4481,10.71,0,1
PJ-917,Perumahan,BUMN,Lump Sum,1,184.97,739864,92483,46241,0,0.0,4624,89,1,DKI Jakarta,Urban,Kemarau,101.67,5,12,40,20,165.15,3152,10.71,0,0
PJ-918,Gedung Perkantoran,BUMN,Cost Plus,0,261.39,784175,0,26139,5227,0.0,5227,133,1,Papua Barat,Sub-urban,Hujan,118.73,3,13,41,28,233.39,4557,10.71,0,1
PJ-919,Perumahan,Pemda,Cost Plus,0,245.64,982548,122818,61409,0,0.0,6140,133,1,Papua Selatan,Sub-urban,Kemarau,116.23,9,10,50,48,219.32,3349,10.71,0,0
PJ-920,Jaringan IT,Swasta Asing,Lump Sum,1,89.66,448316,0,0,0,134.5,4483,27,1,Lampung,Rural,Kemarau,106.95,2,9,24,43,80.06,3184,10.71,0,0
PJ-921,Jalan Tol,Swasta Nasional,Cost Plus,0,2264.43,4528854,6793282,452885,22644,56.61,0,1124,1,Jawa Timur,Sub-urban,Kemarau,106.0,5,12,229,26,2021.81,3371,10.71,0,0
PJ-922,Jembatan,Pemda,Lump Sum,0,2826.39,5652775,8479162,565277,28263,70.66,0,1410,2,Nusa Tenggara Barat,Sub-urban,Kemarau,109.38,3,6,286,32,2523.56,3369,10.71,0,0
PJ-923,Jembatan,Pemda,Lump Sum,1,1078.46,2156922,3235383,215692,10784,26.96,0,529,3,Sulawesi Tengah,Rural,Hujan,116.88,4,12,108,64,962.91,3404,10.71,0,0
PJ-924,Gedung Perkantoran,Pemda,Cost Plus,0,115.7,347093,0,11569,2313,0.0,2313,72,1,Kepulauan Riau,Urban,Hujan,110.26,8,22,18,34,103.3,4140,10.71,0,1
PJ-925,Jembatan,BUMN,Harga Satuan,0,2760.31,5520621,8280932,552062,27603,69.01,0,1395,5,Sulawesi Tengah,Sub-urban,Hujan,110.16,7,13,279,25,2983.81,3372,-8.1,1,0
PJ-926,Jembatan,BUMN,Lump Sum,0,1861.18,3722363,5583545,372236,18611,46.53,0,948,1,Kepulauan Bangka Belitung,Sub-urban,Hujan,110.69,4,9,187,30,1661.77,3393,10.71,0,0
PJ-927,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,283.05,849161,0,28305,5661,0.0,5661,137,1,Sumatera Selatan,Sub-urban,Kemarau,103.4,8,3,46,56,252.73,3146,10.71,0,0
PJ-928,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,193.96,581892,0,19396,3879,0.0,3879,83,1,Gorontalo,Rural,Hujan,108.01,9,17,33,14,173.18,3005,10.71,0,0
PJ-929,Gedung Perkantoran,Pemda,Cost Plus,0,150.44,451306,0,15043,3008,0.0,3008,86,3,Sumatera Utara,Sub-urban,Hujan,115.25,9,11,25,51,134.32,3077,10.71,0,0
PJ-930,Perumahan,Swasta Nasional,Harga Satuan,0,148.41,593645,74205,37102,0,0.0,3710,55,3,Sulawesi Tengah,Rural,Kemarau,108.16,3,5,30,55,132.51,4526,10.71,0,1
PJ-931,Pabrik,Swasta Nasional,Cost Plus,0,406.79,1016970,0,61018,16271,0.0,0,195,3,Bengkulu,Rural,Hujan,114.15,5,12,51,77,363.2,4514,10.71,0,1
PJ-932,Jaringan IT,Swasta Nasional,Cost Plus,0,81.88,409421,0,0,0,122.83,4094,27,3,Papua Selatan,Rural,Hujan,109.43,7,8,21,18,86.67,3705,-5.84,1,1
PJ-933,Perumahan,BUMN,Lump Sum,0,108.26,433054,54131,27065,0,0.0,2706,60,1,Sumatera Selatan,Rural,Hujan,106.63,6,18,23,68,96.66,3627,10.71,0,1
PJ-934,Jaringan IT,Pemda,Lump Sum,0,37.75,188726,0,0,0,56.62,1887,37,1,Sulawesi Tenggara,Sub-urban,Kemarau,108.53,2,9,11,51,33.7,3221,10.71,0,1
PJ-935,Perumahan,BUMN,Lump Sum,1,238.43,953705,119213,59606,0,0.0,5960,112,2,Kalimantan Selatan,Rural,Kemarau,111.15,4,12,48,32,212.88,4532,10.71,0,1
PJ-936,Gedung Perkantoran,Pemda,Cost Plus,0,87.66,262988,0,8766,1753,0.0,1753,48,3,Aceh,Rural,Kemarau,110.88,9,24,17,65,95.76,3041,-9.24,1,1
PJ-937,Jalan Tol,Swasta Asing,Cost Plus,0,1058.07,2116146,3174219,211614,10580,26.45,0,509,4,Sulawesi Utara,Urban,Kemarau,117.5,3,20,109,29,1150.76,3309,-8.76,1,0
PJ-938,Perumahan,Swasta Nasional,Cost Plus,0,228.03,912110,114013,57006,0,0.0,5700,104,3,Sumatera Utara,Urban,Hujan,110.51,7,7,47,35,203.6,4569,10.71,0,1
PJ-939,Jembatan,Swasta Asing,Lump Sum,0,1431.7,2863390,4295085,286339,14316,35.79,0,724,4,Bengkulu,Urban,Hujan,100.62,9,14,146,19,1623.47,3342,-13.4,1,0
PJ-940,Gedung Perkantoran,BUMN,Harga Satuan,0,242.1,726294,0,24209,4841,0.0,4841,101,1,Sulawesi Tengah,Urban,Kemarau,111.25,3,6,40,10,216.16,3095,10.71,0,0
PJ-941,Gedung Perkantoran,Pemda,Harga Satuan,0,148.44,445323,0,14844,2968,0.0,2968,54,3,Kalimantan Selatan,Urban,Hujan,103.76,5,8,25,42,132.54,3678,10.71,0,1
PJ-942,Jembatan,Swasta Nasional,Harga Satuan,0,1320.46,2640920,3961380,264092,13204,33.01,0,658,4,Riau,Urban,Hujan,119.89,9,9,135,65,1178.98,3334,10.71,0,0
PJ-943,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,241.63,724901,0,24163,4832,0.0,4832,120,2,Jawa Timur,Urban,Kemarau,108.64,9,20,39,26,215.74,3168,10.71,0,0
PJ-944,Gedung Perkantoran,BUMN,Lump Sum,0,178.09,534282,0,17809,3561,0.0,3561,89,2,Kalimantan Timur,Rural,Kemarau,114.4,6,14,29,40,159.01,3140,10.71,0,0
PJ-945,Jalan Tol,BUMN,Cost Plus,0,2439.31,4878618,7317927,487861,24393,60.98,0,1238,4,Jawa Timur,Urban,Hujan,110.26,6,12,244,32,2544.83,4531,-4.33,1,1
PJ-946,Perumahan,Pemda,Lump Sum,0,129.48,517931,64741,32370,0,0.0,3237,68,2,Maluku,Urban,Hujan,111.43,8,7,29,10,115.61,3968,10.71,0,1
PJ-947,Perumahan,Pemda,Lump Sum,0,199.32,797275,99659,49829,0,0.0,4982,103,2,Kalimantan Barat,Urban,Kemarau,113.22,9,4,43,20,177.96,4268,10.71,0,1
PJ-948,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,135.38,406147,0,13538,2707,0.0,2707,75,3,DI Yogyakarta,Rural,Kemarau,104.88,7,22,23,79,120.88,3009,10.71,0,0
PJ-949,Jembatan,Swasta Nasional,Lump Sum,0,2159.97,4319946,6479919,431994,21599,54.0,0,1072,2,Lampung,Rural,Kemarau,111.75,9,21,217,13,1928.55,3393,10.71,0,0
PJ-950,Perumahan,BUMN,Cost Plus,0,206.73,826925,103365,51682,0,0.0,5168,85,2,Nusa Tenggara Barat,Rural,Kemarau,118.74,9,17,44,45,184.58,3203,10.71,0,0
PJ-951,Jalan Tol,BUMN,Harga Satuan,0,1236.03,2472052,3708078,247205,12360,30.9,0,637,1,Maluku,Urban,Kemarau,114.86,4,15,124,71,1280.69,3398,-3.61,1,0
PJ-952,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,253.05,759147,0,25304,5060,0.0,5060,143,2,Aceh,Rural,Hujan,108.73,4,14,41,31,258.01,3643,-1.96,1,1
PJ-953,Jembatan,Pemda,Harga Satuan,0,1512.03,3024069,4536104,302406,15120,37.8,0,774,2,Sulawesi Barat,Rural,Hujan,109.23,9,21,152,35,1350.03,4117,10.71,0,1
PJ-954,Jaringan IT,Pemda,Harga Satuan,0,98.47,492351,0,0,0,147.71,4923,56,1,DI Yogyakarta,Sub-urban,Hujan,100.54,2,15,26,47,87.92,3227,10.71,0,0
PJ-955,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,234.32,702946,0,23431,4686,0.0,4686,116,2,Sumatera Selatan,Sub-urban,Hujan,104.92,7,17,37,67,233.47,4187,0.36,1,1
PJ-956,Jembatan,Pemda,Cost Plus,0,658.42,1316832,1975248,131683,6584,16.46,0,335,5,Papua Barat,Sub-urban,Kemarau,116.78,5,21,69,25,587.87,3698,10.71,0,1
PJ-957,Jaringan IT,Pemda,Cost Plus,0,11.52,57582,0,0,0,17.27,575,-3,3,Jawa Tengah,Urban,Hujan,120.0,4,22,5,11,10.28,1963,10.71,0,0
PJ-958,Jalan Tol,Swasta Asing,Lump Sum,1,747.54,1495073,2242610,149507,7475,18.69,0,367,2,Kepulauan Bangka Belitung,Sub-urban,Kemarau,108.18,2,5,76,22,830.07,3353,-11.04,1,0
PJ-959,Perumahan,Swasta Asing,Lump Sum,1,40.39,161578,20197,10098,0,0.0,1009,14,3,Jawa Barat,Sub-urban,Kemarau,104.79,6,3,12,49,36.07,2295,10.71,0,0
PJ-960,Jaringan IT,Swasta Nasional,Cost Plus,0,57.62,288090,0,0,0,86.43,2880,11,2,Kalimantan Selatan,Rural,Kemarau,102.27,9,15,18,52,51.44,2728,10.71,0,0
PJ-961,Perumahan,Pemda,Lump Sum,1,48.61,194446,24305,12152,0,0.0,1215,6,3,Papua Tengah,Urban,Kemarau,107.34,6,14,10,17,43.4,4538,10.71,0,1
PJ-962,Jalan Tol,Swasta Asing,Lump Sum,1,2851.76,5703510,8555266,570351,28517,71.29,0,1443,2,Sumatera Selatan,Urban,Kemarau,110.99,9,10,286,57,2816.55,3399,1.23,1,0
PJ-963,Gedung Perkantoran,Pemda,Lump Sum,1,147.28,441847,0,14728,2945,0.0,2945,83,1,Sulawesi Utara,Urban,Hujan,110.95,2,18,24,27,131.5,3138,10.71,0,0
PJ-964,Jalan Tol,Pemda,Harga Satuan,0,2218.32,4436637,6654956,443663,22183,55.46,0,1109,2,Riau,Urban,Kemarau,119.03,2,8,224,60,2253.12,3953,-1.57,1,1
PJ-965,Jaringan IT,BUMN,Lump Sum,0,81.26,406287,0,0,0,121.89,4062,52,1,Sulawesi Tengah,Urban,Kemarau,116.81,5,22,24,67,91.36,3850,-12.43,1,1
PJ-966,Jaringan IT,Swasta Asing,Lump Sum,0,90.37,451828,0,0,0,135.55,4518,57,1,Papua,Urban,Hujan,109.9,9,22,26,53,97.19,4093,-7.55,1,1
PJ-967,Jalan Tol,Swasta Nasional,Cost Plus,0,2330.02,4660031,6990046,466003,23300,58.25,0,1151,4,Kalimantan Timur,Rural,Kemarau,108.72,9,20,237,21,2772.68,4397,-19.0,1,1
PJ-968,Perumahan,Pemda,Cost Plus,0,194.85,779388,97423,48711,0,0.0,4871,88,1,Jawa Timur,Sub-urban,Kemarau,104.03,2,18,42,53,173.97,3163,10.71,0,0
PJ-969,Jalan Tol,BUMN,Harga Satuan,0,1542.29,3084585,4626878,308458,15422,38.56,0,753,1,Sumatera Utara,Rural,Kemarau,105.71,2,12,158,45,1555.82,4369,-0.88,1,1
PJ-970,Perumahan,BUMN,Lump Sum,0,141.92,567660,70957,35478,0,0.0,3547,53,1,Sulawesi Tengah,Urban,Kemarau,110.67,5,5,29,41,163.11,3827,-14.94,1,1
PJ-971,Gedung Perkantoran,BUMN,Lump Sum,0,93.95,281860,0,9395,1879,0.0,1879,59,2,Lampung,Sub-urban,Kemarau,112.61,2,13,18,55,83.89,2669,10.71,0,0
PJ-972,Gedung Perkantoran,Pemda,Cost Plus,0,122.71,368122,0,12270,2454,0.0,2454,41,3,Kalimantan Tengah,Sub-urban,Hujan,110.8,5,7,19,51,109.56,3302,10.71,0,0
PJ-973,Perumahan,Swasta Asing,Lump Sum,0,50.62,202478,25309,12654,0,0.0,1265,43,3,Riau,Urban,Kemarau,105.21,8,9,14,78,53.81,2465,-6.31,1,0
PJ-974,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,271.3,813889,0,27129,5425,0.0,5425,131,1,DKI Jakarta,Urban,Kemarau,116.95,5,5,43,69,242.23,3708,10.71,0,1
PJ-975,Perumahan,Swasta Nasional,Cost Plus,0,41.48,165927,20740,10370,0,0.0,1037,11,3,Bengkulu,Urban,Kemarau,100.84,9,10,10,63,37.04,2828,10.71,0,0
PJ-976,Perumahan,Swasta Asing,Cost Plus,0,212.35,849400,106175,53087,0,0.0,5308,88,3,Sulawesi Tenggara,Rural,Hujan,109.03,5,4,44,48,226.19,4351,-6.52,1,1
PJ-977,Jalan Tol,Swasta Nasional,Lump Sum,0,901.16,1802325,2703488,180232,9011,22.53,0,450,4,Banten,Urban,Kemarau,107.66,9,13,93,34,804.61,4088,10.71,0,1
PJ-978,Perumahan,BUMN,Lump Sum,0,109.21,436830,54603,27301,0,0.0,2730,45,1,DI Yogyakarta,Urban,Kemarau,107.31,3,15,24,79,118.76,3493,-8.74,1,1
PJ-979,Jalan Tol,Swasta Asing,Cost Plus,0,1722.04,3444087,5166131,344408,17220,43.05,0,860,4,Nusa Tenggara Barat,Urban,Kemarau,110.55,3,23,174,63,1821.83,3808,-5.79,1,1
PJ-980,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,287.47,862404,0,28746,5749,0.0,5749,134,3,Kalimantan Selatan,Urban,Kemarau,105.79,6,24,44,37,256.67,3340,10.71,0,0
PJ-981,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,127.16,381482,0,12716,2543,0.0,2543,73,1,Jawa Tengah,Urban,Hujan,114.23,9,11,22,17,113.54,2955,10.71,0,0
PJ-982,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,253.02,759071,0,25302,5060,0.0,5060,121,2,Kalimantan Timur,Rural,Kemarau,111.88,6,17,40,37,225.91,3234,10.71,0,0
PJ-983,Jaringan IT,BUMN,Cost Plus,0,56.52,282617,0,0,0,84.79,2826,44,2,Aceh,Urban,Hujan,119.7,7,24,16,63,50.47,3950,10.71,0,1
PJ-984,Jembatan,Swasta Asing,Harga Satuan,0,520.26,1040528,1560793,104052,5202,13.01,0,249,3,Sumatera Utara,Urban,Kemarau,112.28,3,3,55,29,623.95,3224,-19.93,1,0
PJ-985,Gedung Perkantoran,BUMN,Cost Plus,0,119.78,359336,0,11977,2395,0.0,2395,59,2,Kalimantan Barat,Rural,Kemarau,105.67,5,22,18,29,106.95,3402,10.71,0,0
PJ-986,Jaringan IT,Swasta Nasional,Harga Satuan,0,42.6,212983,0,0,0,63.9,2129,6,2,Jambi,Rural,Hujan,100.35,2,17,12,18,38.03,3025,10.71,0,0
PJ-987,Jaringan IT,Pemda,Cost Plus,0,90.39,451960,0,0,0,135.59,4519,44,3,Jawa Timur,Rural,Hujan,116.62,2,13,25,74,97.13,3445,-7.45,1,1
PJ-988,Jalan Tol,Swasta Nasional,Cost Plus,0,784.37,1568743,2353114,156874,7843,19.61,0,409,3,Banten,Urban,Kemarau,108.8,4,5,82,20,700.33,3260,10.71,0,0
PJ-989,Gedung Perkantoran,BUMN,Cost Plus,0,131.18,393538,0,13117,2623,0.0,2623,77,2,Papua Pegunungan,Urban,Hujan,107.88,2,6,23,79,117.12,3511,10.71,0,1
PJ-990,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,53.05,159160,0,5305,1061,0.0,1061,11,1,Jambi,Sub-urban,Kemarau,113.35,4,12,8,15,47.37,3391,10.71,0,0
PJ-991,Perumahan,Swasta Nasional,Lump Sum,0,192.59,770363,96295,48147,0,0.0,4814,79,2,Sulawesi Tengah,Rural,Kemarau,107.55,7,15,41,47,171.96,4204,10.71,0,1
PJ-992,Gedung Perkantoran,BUMN,Lump Sum,0,180.35,541043,0,18034,3606,0.0,3606,102,2,Papua,Rural,Hujan,104.48,2,23,30,39,180.19,3074,0.09,1,0
PJ-993,Jaringan IT,Swasta Nasional,Cost Plus,0,84.42,422119,0,0,0,126.64,4221,48,3,Sulawesi Barat,Sub-urban,Kemarau,107.98,5,7,23,21,75.38,3128,10.71,0,0
PJ-994,Jembatan,Pemda,Cost Plus,0,1993.66,3987317,5980975,398731,19936,49.84,0,1013,2,Jambi,Sub-urban,Hujan,108.69,8,16,200,42,1780.05,3398,10.71,0,0
PJ-995,Perumahan,Pemda,Harga Satuan,0,225.05,900206,112525,56262,0,0.0,5626,127,1,Sumatera Barat,Sub-urban,Kemarau,102.6,3,23,46,16,200.94,3335,10.71,0,0
PJ-996,Gedung Perkantoran,BUMN,Cost Plus,0,215.69,647057,0,21568,4313,0.0,4313,119,3,Kalimantan Tengah,Urban,Kemarau,101.21,9,12,35,72,192.58,4261,10.71,0,1
PJ-997,Jalan Tol,Swasta Nasional,Harga Satuan,0,871.06,1742126,2613189,174212,8710,21.78,0,431,1,Sulawesi Barat,Sub-urban,Kemarau,100.61,8,12,90,66,777.74,3838,10.71,0,1
PJ-998,Jalan Tol,BUMN,Lump Sum,0,2192.47,4384934,6577402,438493,21924,54.81,0,1106,4,Jawa Barat,Rural,Hujan,104.72,3,19,223,58,2444.54,3351,-11.5,1,0
PJ-999,Perumahan,Swasta Asing,Lump Sum,1,172.12,688468,86058,43029,0,0.0,4302,92,2,Papua Tengah,Urban,Kemarau,119.47,8,5,38,36,189.34,3088,-10.01,1,0
PJ-1000,Jaringan IT,Swasta Nasional,Lump Sum,1,68.18,340881,0,0,0,102.26,3408,16,1,Maluku Utara,Sub-urban,Hujan,101.74,7,10,21,51,60.87,3378,10.71,0,1
PJ-1001,Perumahan,Pemda,Harga Satuan,0,162.14,648541,81067,40533,0,0.0,4053,94,1,Maluku Utara,Rural,Kemarau,116.34,3,5,33,14,193.99,4670,-19.64,1,1
PJ-1002,Jalan Tol,Pemda,Lump Sum,0,2710.32,5420646,8130969,542064,27103,67.76,0,1354,5,Jawa Barat,Sub-urban,Hujan,111.16,3,24,274,27,2419.93,4437,10.71,0,1
PJ-1003,Gedung Perkantoran,Pemda,Cost Plus,0,99.3,297914,0,9930,1986,0.0,1986,39,1,Jawa Tengah,Sub-urban,Kemarau,114.89,7,5,16,37,88.67,3173,10.71,0,0
PJ-1004,Jalan Tol,BUMN,Harga Satuan,0,572.59,1145188,1717783,114518,5725,14.31,0,270,4,Papua Barat,Urban,Kemarau,116.07,5,3,58,11,635.04,3863,-10.91,1,1
PJ-1005,Jaringan IT,BUMN,Cost Plus,0,84.82,424109,0,0,0,127.23,4241,46,1,DI Yogyakarta,Sub-urban,Kemarau,109.19,5,21,22,55,75.73,3285,10.71,0,0
PJ-1006,Jaringan IT,Pemda,Cost Plus,0,89.15,445732,0,0,0,133.72,4457,33,3,Jambi,Sub-urban,Hujan,110.52,6,5,26,66,79.6,3372,10.71,0,1
PJ-1007,Perumahan,Swasta Asing,Lump Sum,0,104.42,417694,52211,26105,0,0.0,2610,36,1,Sulawesi Tenggara,Rural,Hujan,102.13,4,16,21,20,93.24,4142,10.71,0,1
PJ-1008,Gedung Perkantoran,BUMN,Harga Satuan,0,90.45,271336,0,9044,1808,0.0,1808,56,3,Riau,Urban,Kemarau,113.23,8,15,17,54,80.75,3169,10.71,0,1
PJ-1009,Jaringan IT,BUMN,Harga Satuan,0,17.86,89278,0,0,0,26.78,892,-4,1,Sulawesi Selatan,Sub-urban,Kemarau,115.62,7,16,5,31,15.94,3043,10.71,0,0
PJ-1010,Gedung Perkantoran,Pemda,Cost Plus,0,223.77,671308,0,22376,4475,0.0,4475,98,1,Sulawesi Selatan,Rural,Hujan,101.43,7,15,34,35,199.79,4086,10.71,0,1
PJ-1011,Perumahan,BUMN,Harga Satuan,0,239.18,956716,119589,59794,0,0.0,5979,108,1,Nusa Tenggara Barat,Rural,Hujan,111.79,6,20,51,15,213.55,3950,10.71,0,1
PJ-1012,Perumahan,Swasta Asing,Lump Sum,1,63.18,252738,31592,15796,0,0.0,1579,32,3,Jawa Tengah,Rural,Hujan,108.69,8,11,16,10,56.41,3017,10.71,0,1
PJ-1013,Gedung Perkantoran,Pemda,Harga Satuan,0,178.12,534351,0,17811,3562,0.0,3562,105,2,Banten,Rural,Kemarau,113.14,4,6,30,73,209.49,3821,-17.61,1,1
PJ-1014,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,289.45,868345,0,28944,5788,0.0,5788,151,1,Sumatera Selatan,Urban,Kemarau,104.3,2,15,45,17,334.94,3289,-15.72,1,0
PJ-1015,Jembatan,Swasta Asing,Cost Plus,0,757.5,1514997,2272495,151499,7574,18.94,0,366,2,Kalimantan Timur,Rural,Hujan,113.7,7,18,79,72,676.34,3913,10.71,0,1
PJ-1016,Jaringan IT,Pemda,Lump Sum,1,99.18,495906,0,0,0,148.77,4959,45,3,Kalimantan Barat,Urban,Kemarau,112.74,5,4,25,51,88.55,3381,10.71,0,0
PJ-1017,Jalan Tol,Swasta Nasional,Cost Plus,0,887.05,1774102,2661153,177410,8870,22.18,0,436,1,DKI Jakarta,Sub-urban,Hujan,106.95,2,24,90,35,792.01,4007,10.71,0,1
PJ-1018,Gedung Perkantoran,BUMN,Cost Plus,0,203.86,611584,0,20386,4077,0.0,4077,83,2,Banten,Urban,Kemarau,113.62,6,21,32,35,182.02,3257,10.71,0,0
